,bagfile_2020-11-21-19-57-03_x,bagfile_2020-11-21-19-57-03_y,bagfile_2020-11-21-19-57-03_z
0,-13.89783961179598,-23.230011982956313,1.213314777880835
1,-13.897715704309253,-23.229960317382154,1.2136885673855426
2,-13.89759180005522,-23.22990579592643,1.2142252170703534
3,-13.897467854960171,-23.229848317272932,1.2149143102418871
4,-13.897343895922715,-23.22979027312061,1.2155140002984608
5,-13.897220013900894,-23.229730158025294,1.2162386207071243
6,-13.897096140314865,-23.229669323898513,1.2169000141917137
7,-13.896972137409717,-23.229608468020146,1.217415686083096
8,-13.896848196335739,-23.229545171274307,1.2180942285839245
9,-13.896724580934748,-23.229479935155425,1.2188426155331211
10,-13.896600988856616,-23.229413642231567,1.2195805224503726
11,-13.89647745635535,-23.22934580102544,1.220388485646959
12,-13.896353108273903,-23.229277545420647,1.221170156810071
13,-13.896229010303319,-23.229207844539758,1.2220365688464083
14,-13.89610513078938,-23.229137427833944,1.2228749926123836
15,-13.895981824247642,-23.22906577896509,1.2237987191986943
16,-13.895858900342349,-23.22899353655545,1.2246927513580306
17,-13.895736865431155,-23.228920272381384,1.225672681368286
18,-13.895615368448995,-23.228846531957853,1.2266211999377752
19,-13.895495069478807,-23.22877197704628,1.227656244389342
20,-13.89537545472767,-23.228697058075937,1.228658149169607
21,-13.895256182072389,-23.228622037625705,1.2296011905464534
22,-13.895138703045323,-23.22854647372032,1.230655457032131
23,-13.895021915363225,-23.22847075737556,1.2316486422807515
24,-13.894907215462247,-23.228394743566117,1.2327542675559935
25,-13.894793288359864,-23.228318666168004,1.2337965720468522
26,-13.894681735500763,-23.2282425333974,1.2349525731978919
27,-13.894571028395534,-23.22816641965998,1.2360429920157743
28,-13.894462974014578,-23.228090488398454,1.2372484059420623
29,-13.894356292788842,-23.228014520066875,1.238406211292647
30,-13.894252289333387,-23.227938959060513,1.239660090269704
31,-13.894149458804481,-23.227863623046733,1.24086445470053
32,-13.894049489198274,-23.227788951871705,1.2421658671604847
33,-13.893950741440536,-23.22771460633249,1.2434158422591586
34,-13.893855030255054,-23.227641177268346,1.2447638751337657
35,-13.893760583258903,-23.227568167319607,1.2460585307436183
36,-13.89366934071531,-23.227496319369553,1.247452289375124
37,-13.893579398244619,-23.227424976870903,1.248790713223997
38,-13.89348953775526,-23.227353605555717,1.2499726223412875
39,-13.893403920443728,-23.227284082737167,1.2513173928840506
40,-13.893318713569055,-23.22721474335733,1.2525358651604837
41,-13.89323786060072,-23.22714745680161,1.2539171979266146
42,-13.893157418119502,-23.227080367977404,1.2551715043133675
43,-13.893081429079565,-23.227015527085808,1.2565886680460487
44,-13.893005849322073,-23.226950896587432,1.257878093999596
45,-13.89293481153465,-23.226888699853937,1.2593303742051947
46,-13.8928641806267,-23.226826724603907,1.260654219341778
47,-13.892797484676723,-23.226767949328508,1.2621430009066055
48,-13.892731183092938,-23.22670939594365,1.2635033441282875
49,-13.892669154697865,-23.22665326461306,1.2650265192574863
