,bagfile_2020-11-21-19-45-02_x,bagfile_2020-11-21-19-45-02_y,bagfile_2020-11-21-19-45-02_z
0,-6.009583379010992,-19.892172532341508,0.2378077888123353
1,-6.009492336478203,-19.892133442482262,0.23771019296344637
2,-6.009401415029105,-19.892095201282505,0.23755149757799326
3,-6.00931118886948,-19.892057733447352,0.23732703320527554
4,-6.009221229461812,-19.892022142298686,0.2371702062823913
5,-6.009131401302931,-19.891987274979886,0.2369462692454553
6,-6.009041962415509,-19.891954160680033,0.2367912997696737
7,-6.0089526995326334,-19.89192170633225,0.23656785180822792
8,-6.00886394644308,-19.891890879832033,0.2364147296734144
9,-6.008775411159486,-19.891860650856444,0.2361917327709623
10,-6.0086869610818345,-19.89183251312202,0.23613084487361177
11,-6.008598511452478,-19.89180437620932,0.23591306638970633
12,-6.008511102179792,-19.891778340428804,0.235858161705571
13,-6.008423693668002,-19.8917523054642,0.2356463665550986
14,-6.008337482863715,-19.891728367964273,0.23559744446712855
15,-6.008251272872121,-19.891704431267573,0.23539163172234961
16,-6.008166412076561,-19.891682584614774,0.23534869127747318
17,-6.008081745921128,-19.891660695544328,0.23514824497681136
18,-6.007998455261877,-19.891640950026133,0.2351080463831369
19,-6.007915165102963,-19.891621205635868,0.23491096449369994
20,-6.007833176237615,-19.891603745157525,0.23487344003403526
21,-6.007751187837906,-19.891586285865294,0.23467903286207945
22,-6.0076704286818154,-19.89157124753889,0.23464412835450357
23,-6.007590494763947,-19.89155775246354,0.23464067333030159
24,-6.007511059550698,-19.891545220395155,0.23460829918010032
25,-6.0074323822241205,-19.891534046630753,0.23460794682274405
26,-6.007354230490751,-19.89152374602505,0.23457803955742604
27,-6.007276881506766,-19.891514681698496,0.23458073996929132
28,-6.007200171270576,-19.891505593504082,0.23442660245725264
29,-6.007124740378492,-19.891498352486085,0.23443135597531806
30,-6.0070493092276225,-19.891491111043646,0.23427920601453295
31,-6.006974975992859,-19.891485503355657,0.2342859739034929
32,-6.006900069829281,-19.891479909206893,0.23413563177960978
33,-6.006826115446174,-19.89147576220351,0.23414417733833526
34,-6.006752161011056,-19.891471615117716,0.23399581927792468
35,-6.006679047006364,-19.891468753137314,0.23400610330124258
36,-6.006605932911931,-19.891465891018893,0.2338594826010009
37,-6.006533549465612,-19.891464154552363,0.23387147078176157
38,-6.006461165894024,-19.89146241789555,0.23372655316718682
39,-6.006389112892616,-19.891461136857163,0.23357421851158433
40,-6.006317388845013,-19.891460315364448,0.23342786983259603
41,-6.006245972965269,-19.891459878662626,0.23327398448457626
42,-6.006174900304032,-19.891459822355518,0.23312623529577772
43,-6.0061041479237645,-19.891460078235664,0.23297082678125536
44,-6.006033752138671,-19.891460636469848,0.23282170712190148
