,bagfile_2020-11-21-18-56-02_x,bagfile_2020-11-21-18-56-02_y,bagfile_2020-11-21-18-56-02_z
0,12.39810262438179,-14.078381229031109,7.918183670019701
1,12.398105951372258,-14.078509974722275,7.918310492796607
2,12.398109280598472,-14.078638707034234,7.918292900906511
3,12.398112637539429,-14.07876701190487,7.918421530265981
4,12.398115994038363,-14.078895298286225,7.918402819501984
5,12.398119311389534,-14.079022905481109,7.918533277742139
6,12.398122626911512,-14.07915049430408,7.918513410638377
7,12.398125749562046,-14.079277709260483,7.918515259068728
8,12.398128818243375,-14.07940447265425,7.9184942540639645
9,12.398131804462617,-14.079530569699417,7.91849542191425
10,12.398134721395824,-14.079656122731686,7.918473292320273
11,12.39813753511473,-14.079780883709505,7.918473801765895
12,12.398140465747936,-14.07990540449952,7.918316292188198
13,12.39814331155411,-14.080028389805731,7.918315318912715
14,12.398146157723552,-14.080151374377182,7.91815743876792
15,12.398149138515508,-14.08027273548235,7.91815499029174
16,12.398152119738922,-14.080394095828991,7.91799563575972
17,12.398155449414833,-14.080513744431373,7.917991741264506
18,12.398158779589144,-14.080633392251249,7.917830941484479
19,12.398162894482722,-14.080750944557517,7.917811498439788
20,12.398167031405311,-14.080868437717585,7.917646196343654
21,12.398171814556243,-14.08098446559524,7.917625167868831
22,12.398176616952064,-14.08110045698117,7.917455396392916
23,12.398182179049332,-14.081215232696383,7.917432872226494
24,12.398187755401489,-14.081329989554355,7.917258662375421
25,12.398194203400429,-14.081443781410242,7.917234731466969
26,12.398200658419297,-14.081557567101205,7.917056112558914
27,12.398208095347863,-14.081670639146122,7.9170308631029975
28,12.398215532722539,-14.081783711127171,7.916848722087819
29,12.398223917629622,-14.08189650788067,7.9168292213615405
30,12.39823230318939,-14.082009304468881,7.916652833530064
31,12.398242204330032,-14.082121575239421,7.916636715128966
32,12.398252106364156,-14.0822338457562,7.91646371132714
33,12.398263923255268,-14.082345534699371,7.916450906144879
34,12.398275741227334,-14.082457223363225,7.916281217131856
35,12.398289860268966,-14.082568277111491,7.916271657216266
36,12.398303980575596,-14.082679330555667,7.9161052149596465
37,12.398319060315483,-14.082790094589546,7.915869580123755
38,12.398335949292507,-14.0829003117293,7.915703139137849
39,12.398353492047931,-14.083010298086815,7.915466129883193
40,12.398372661188537,-14.083119622550987,7.915299716704874
41,12.398392401260143,-14.083228679006396,7.915061330857091
42,12.398413584286734,-14.083336961054819,7.914894972794386
43,12.39843525823586,-14.083444940807523,7.914655207722728
44,12.398458191347764,-14.08355203628992,7.9144889321334375
45,12.398481792371893,-14.083658552961136,7.914298936212549
46,12.398506258799058,-14.08376432417012,7.91413276871379
47,12.398531325719986,-14.083869539391728,7.913942405661008
48,12.39855716511035,-14.083973984625683,7.9137763534439545
49,12.398583533583148,-14.084077860186374,7.913585620423332
50,12.398610581973763,-14.084180943083451,7.913419690582615
51,12.398638715138219,-14.084282598727615,7.913415969997521
52,12.398666848512013,-14.084384254065345,7.913255344450127
53,12.398696041235162,-14.084484597514535,7.913255982832479
54,12.398725234157634,-14.084584940697429,7.91309971657479
55,12.398755435887022,-14.084684064749649,7.913104627004272
56,12.398785637796886,-14.084783188568846,7.912952632892136
57,12.398816797450294,-14.084881186121645,7.912961730172806
58,12.398848035972835,-14.08497913599338,7.912814606948028
59,12.398880033837441,-14.085076103752826,7.912823699308118
60,12.398912030806018,-14.08517307170701,7.9126758785040305
61,12.398944477611344,-14.08526921638828,7.912684980395431
62,12.39897692344977,-14.085365361306797,7.912537168250167
63,12.39900951458664,-14.085460841900105,7.912546279961256
64,12.39904202577941,-14.085556437497326,7.912398595350184
65,12.399074451641496,-14.08565141755427,7.912405364612174
66,12.399106876858857,-14.085746397173653,7.912255216639885
67,12.399139056974532,-14.08584069533864,7.912259692647798
68,12.399171236416873,-14.085934993059414,7.912107250499407
69,12.399203015226076,-14.086028546508377,7.912109479167583
70,12.399234793336102,-14.086122099507785,7.9119547888043575
71,12.399266019702141,-14.086214848282339,7.91195481510297
72,12.399296566649149,-14.086307345719861,7.912000382513746
